epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,3988.81,0.71307,0.7124,1.07522,0.87645,0.76113,0.84881,0.65478,0.87419,0.90446,1.2182,0.0001238,0.0001238,0.0001238
78,4040.32,0.70856,0.70831,1.07711,0.86131,0.79869,0.85016,0.65493,0.87611,0.92353,1.21461,0.00011885,0.00011885,0.00011885
79,4091.88,0.71267,0.70886,1.07578,0.87458,0.75739,0.84587,0.65054,0.87814,0.93803,1.21674,0.0001139,0.0001139,0.0001139
80,4143.18,0.70199,0.69417,1.06964,0.85121,0.77896,0.85084,0.65738,0.85945,0.91171,1.19998,0.00010895,0.00010895,0.00010895
81,4194.84,0.69762,0.68763,1.07439,0.90035,0.75014,0.84456,0.65518,0.86623,0.93248,1.20882,0.000104,0.000104,0.000104
82,4246.39,0.68494,0.67271,1.05915,0.90374,0.73847,0.84709,0.65086,0.86732,0.92336,1.21404,9.905e-05,9.905e-05,9.905e-05
83,4298.1,0.69561,0.68962,1.06883,0.88289,0.74893,0.84051,0.65028,0.88362,0.98041,1.2179,9.41e-05,9.41e-05,9.41e-05
84,4349.75,0.68569,0.68801,1.06839,0.88486,0.75978,0.84102,0.64775,0.88203,0.94413,1.22616,8.915e-05,8.915e-05,8.915e-05
85,4401.36,0.66652,0.65807,1.05223,0.86681,0.7494,0.8397,0.64925,0.87794,0.95832,1.21761,8.42e-05,8.42e-05,8.42e-05
86,4452.93,0.67608,0.66068,1.05472,0.89518,0.74372,0.84754,0.64875,0.87761,0.96519,1.22194,7.925e-05,7.925e-05,7.925e-05
87,4504.55,0.67221,0.64777,1.0555,0.88265,0.74347,0.84444,0.65272,0.87746,0.96112,1.22486,7.43e-05,7.43e-05,7.43e-05
88,4555.97,0.66943,0.6585,1.05392,0.89592,0.7561,0.84536,0.65044,0.87933,0.93776,1.2204,6.935e-05,6.935e-05,6.935e-05
89,4607.7,0.67285,0.65127,1.05854,0.85561,0.77,0.84633,0.65212,0.8723,0.94508,1.21428,6.44e-05,6.44e-05,6.44e-05
90,4659.27,0.66204,0.63915,1.05191,0.89222,0.75074,0.8453,0.65338,0.87012,0.95445,1.21816,5.945e-05,5.945e-05,5.945e-05
91,4745.23,0.58626,0.47823,0.99839,0.8909,0.74581,0.8411,0.65215,0.87804,0.96916,1.21191,5.45e-05,5.45e-05,5.45e-05
92,4795.12,0.57126,0.46006,0.98458,0.89071,0.75415,0.84644,0.65118,0.87282,0.96475,1.21376,4.955e-05,4.955e-05,4.955e-05
93,4845.19,0.56586,0.44985,0.98278,0.84415,0.78396,0.84636,0.64782,0.87861,0.97975,1.22286,4.46e-05,4.46e-05,4.46e-05
94,4895.44,0.55633,0.44752,0.97724,0.87719,0.75807,0.84827,0.64846,0.88003,0.98219,1.22443,3.965e-05,3.965e-05,3.965e-05
95,4945.79,0.5486,0.4365,0.97193,0.87733,0.73762,0.84544,0.65364,0.87888,0.98871,1.22623,3.47e-05,3.47e-05,3.47e-05
96,4995.77,0.5477,0.43186,0.97528,0.8229,0.77041,0.84444,0.65693,0.87851,0.99074,1.22331,2.975e-05,2.975e-05,2.975e-05
97,5045.71,0.5423,0.42412,0.9728,0.88123,0.73969,0.84483,0.65626,0.87374,0.98344,1.22449,2.48e-05,2.48e-05,2.48e-05
98,5095.73,0.53945,0.42973,0.96552,0.88494,0.74846,0.8461,0.65281,0.87218,0.9844,1.22528,1.985e-05,1.985e-05,1.985e-05
99,5145.66,0.53302,0.41915,0.96638,0.88661,0.73507,0.84454,0.65115,0.87341,0.99526,1.22579,1.49e-05,1.49e-05,1.49e-05
100,5195.51,0.53213,0.41784,0.96489,0.87924,0.74046,0.83976,0.65043,0.87273,1.01173,1.22714,9.95e-06,9.95e-06,9.95e-06
